Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume KRW
1605783600.0,2020-11-19 11-AM,BTCKRW,19612000,19750000,19572000,19748000,256.8,5050626952.33
1605780000.0,2020-11-19 10-AM,BTCKRW,19468000,19674000,19379000,19612000,260.22,5076262700.67
1605776400.0,2020-11-19 09-AM,BTCKRW,19573000,19671000,19381000,19468000,277.15,5417456154.79
1605772800.0,2020-11-19 08-AM,BTCKRW,19667000,19758000,19430000,19573000,287.15,5616219008.11
1605769200.0,2020-11-19 07-AM,BTCKRW,19765000,19785000,19620000,19667000,153.92,3034224199.19
1605765600.0,2020-11-19 06-AM,BTCKRW,19879000,19893000,19706000,19765000,174.32,3451133906.43
1605762000.0,2020-11-19 05-AM,BTCKRW,19843000,19900000,19728000,19879000,231.65,4589799297.39
1605758400.0,2020-11-19 04-AM,BTCKRW,19915000,19915000,19740000,19843000,179.5,3557276213.96
1605754800.0,2020-11-19 03-AM,BTCKRW,19920000,19981000,19848000,19915000,209.56,4174558824.63
1605751200.0,2020-11-19 02-AM,BTCKRW,19835000,20023000,19823000,19920000,358.24,7143502689.16
1605747600.0,2020-11-19 01-AM,BTCKRW,19710000,19835000,19656000,19835000,131.53,2594091469.51
1605744000.0,2020-11-19 12-AM,BTCKRW,19713000,19762000,19530000,19710000,168.4,3307523929.42
1605740400.0,2020-11-18 11-PM,BTCKRW,19708000,19774000,19612000,19713000,204.37,4028020712.95
1605736800.0,2020-11-18 10-PM,BTCKRW,19708000,19767000,19621000,19708000,99.28,1956111121.15
1605733200.0,2020-11-18 09-PM,BTCKRW,19580000,19737000,19503000,19708000,102.59,2014653843.06
1605729600.0,2020-11-18 08-PM,BTCKRW,19548000,19640000,19400000,19580000,138.37,2698792631.71
1605726000.0,2020-11-18 07-PM,BTCKRW,19656000,19711000,19483000,19548000,252.9,4956006550.68
1605722400.0,2020-11-18 06-PM,BTCKRW,19779000,19842000,19630000,19656000,62.03,1225964694.24
1605718800.0,2020-11-18 05-PM,BTCKRW,19702000,19792000,19602000,19779000,107.94,2126782238.86
1605715200.0,2020-11-18 04-PM,BTCKRW,19788000,19924000,19543000,19702000,232.91,4606820816.03
1605711600.0,2020-11-18 03-PM,BTCKRW,19546000,19802000,19132000,19788000,751.29,14608368328.45
1605708000.0,2020-11-18 02-PM,BTCKRW,19729000,19815000,19522000,19546000,263.0,5175968820.89
1605704400.0,2020-11-18 01-PM,BTCKRW,19885000,19943000,19677000,19729000,241.19,4780159820.18
1605700800.0,2020-11-18 12-PM,BTCKRW,20060000,20062000,19840000,19885000,247.93,4955322995.17
1605697200.0,2020-11-18 11-AM,BTCKRW,20050000,20064000,19823000,20060000,244.98,4890191956.73
1605693600.0,2020-11-18 10-AM,BTCKRW,19925000,20065000,19792000,20050000,245.85,4907984380.78
1605690000.0,2020-11-18 09-AM,BTCKRW,20022000,20026000,19672000,19925000,395.82,7846968642.16
1605686400.0,2020-11-18 08-AM,BTCKRW,19953000,20084000,19913000,20022000,451.94,9043119986.98
1605682800.0,2020-11-18 07-AM,BTCKRW,19604000,19961000,19472000,19953000,412.06,8102763040.98
1605679200.0,2020-11-18 06-AM,BTCKRW,19450000,19757000,19331000,19604000,563.59,11046128150.4
1605675600.0,2020-11-18 05-AM,BTCKRW,20194000,20209000,19058000,19450000,757.48,14948009302.49
1605672000.0,2020-11-18 04-AM,BTCKRW,19822000,20300000,19742000,20194000,774.85,15513066781.67
1605668400.0,2020-11-18 03-AM,BTCKRW,19470000,19860000,19440000,19822000,446.22,8741015079.71
1605664800.0,2020-11-18 02-AM,BTCKRW,19550000,19553000,19447000,19470000,220.13,4293361681.46
1605661200.0,2020-11-18 01-AM,BTCKRW,19481000,19577000,19402000,19550000,218.64,4261643579.99
1605657600.0,2020-11-18 12-AM,BTCKRW,19350000,19550000,19320000,19481000,365.71,7115728319.85
1605654000.0,2020-11-17 11-PM,BTCKRW,19261000,19384000,19261000,19350000,222.39,4300925871.32
1605650400.0,2020-11-17 10-PM,BTCKRW,19221000,19270000,19117000,19261000,150.7,2893377809.6
1605646800.0,2020-11-17 09-PM,BTCKRW,19192000,19222000,19111000,19221000,113.66,2178601453.44
1605643200.0,2020-11-17 08-PM,BTCKRW,19198000,19231000,19110000,19192000,74.38,1426925789.78
1605639600.0,2020-11-17 07-PM,BTCKRW,19194000,19269000,19055000,19198000,173.18,3322469322.97
1605636000.0,2020-11-17 06-PM,BTCKRW,19356000,19407000,19170000,19194000,186.22,3591400786.35
1605632400.0,2020-11-17 05-PM,BTCKRW,19161000,19411000,18900000,19356000,413.83,7941914148.54
1605628800.0,2020-11-17 04-PM,BTCKRW,18943000,19220000,18882000,19161000,328.66,6255578810.37
1605625200.0,2020-11-17 03-PM,BTCKRW,18767000,18977000,18732000,18943000,346.02,6518627717.37
1605621600.0,2020-11-17 02-PM,BTCKRW,18569000,18799000,18520000,18767000,227.6,4253555369.94
1605618000.0,2020-11-17 01-PM,BTCKRW,18652000,18676000,18536000,18569000,211.18,3926702634.9
1605614400.0,2020-11-17 12-PM,BTCKRW,18573000,18661000,18530000,18652000,319.75,5946884080.22
1605610800.0,2020-11-17 11-AM,BTCKRW,18379000,18582000,18351000,18573000,358.12,6619795267.14
1605607200.0,2020-11-17 10-AM,BTCKRW,18261000,18379000,18251000,18379000,76.58,1403972391.49
1605603600.0,2020-11-17 09-AM,BTCKRW,18343000,18388000,18251000,18261000,103.75,1901279385.63
1605600000.0,2020-11-17 08-AM,BTCKRW,18390000,18421000,18325000,18343000,109.46,2011872316.64
